Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
-0.15704346,-0.07873535,-0.09136963,-64.35114,-36.48855,41.870228000000004,2
-0.18884277,-0.085754395,-0.07183838,19.51145,-26.404581,58.687022999999996,2
-0.17596436,-0.08514404,-0.066589355,15.129771,-20.320610000000002,54.137405,2
-0.14508057,-0.08917236,-0.052490234000000004,49.12214,-4.946564700000001,35.587788,2
-0.15515137,-0.064331055,-0.059265137,43.984734,1.5877863,29.206106,2
-0.19055176,-0.053771973,-0.0119018555,-57.633587,-8.603053,-5.0610685,2
-0.18731689999999998,-0.060668945,-0.027648926,14.412213000000001,-7.152672,20.770992,2
-0.21807861,-0.079589844,-0.017150878999999997,-31.67939,-26.885496000000003,30.007633000000002,2
-0.20214844,-0.045898438,-0.06347656,1.8549619,-27.740458,32.419846,2
-0.22192383,-0.10748291,-0.028381347999999997,135.47328000000002,0.9541985000000001,64.76335999999999,2
-0.32501220000000003,-0.11688232400000001,-0.011657715,92.03053,2.7480917000000002,46.923664,2
-0.25128174,-0.083862305,0.00018310549999999998,80.21374,21.900763,10.503817,2
-0.24993896,-0.05834961,-0.013305663999999998,56.77099200000001,18.656488,-8.129771,2
-0.25665283,-0.032104492000000005,-0.013122558999999999,-10.290076,32.778625,-24.961832,2
-0.2541504,-0.121032715,-0.019042969,-93.99235999999999,40.85496,-105.84733,2
-0.24865723,-0.08843994,-0.01574707,-105.45038000000001,64.29771,-118.57252,2
-0.25665283,-0.11138916,-0.010864258,-78.59541999999999,56.648853,-118.83968999999999,2
-0.23974610000000002,-0.10968017599999999,-0.002380371,-116.49618500000001,29.480916999999998,-117.75572,2
-0.22766113,-0.08123779,-0.010559082,-51.778625,50.954197,-147.9542,2
-0.22875977,-0.09240723,-0.0026245116999999997,-119.38931000000001,26.022902,-149.08397,2
-0.19946289,-0.09863281,-0.028869628999999997,-85.68701999999999,30.480916999999998,-134.0458,2
-0.21612549,-0.06933594,-0.018432617,-36.770992,51.717556,-144.49618999999998,2
-0.21362305,-0.07775879,-0.027404785,13.519084,66.28244000000001,-101.48092,2
-0.23138428,-0.08001709,-0.012390136999999999,-57.007633,56.76336,-100.9313,2
-0.24066162,-0.08392334,-0.009033203,-50.725190000000005,53.030533,-95.44275,2
-0.23504639,-0.05682373,-0.06799316400000001,52.076336,55.35878,-54.74046,2
-0.23455810000000002,-0.05596924,-0.07495117,36.885498,27.61832,-54.28244399999999,2
-0.3501587,-0.07385254,-0.06488037,-0.7633588000000001,20.267176,-36.015266,2
-0.3203125,-0.1383667,-0.03729248,-0.86259544,-9.9007635,13.694656,2
