Acc_X,Acc_Y,Acc_Z,Label
0.13806152,0.26361084,0.17364502,17
0.16082764,0.30645752,0.1640625,17
0.15979004,0.29754640000000004,0.13775635,17
0.11779785,0.23260498,0.09338379,17
0.09906006,0.18164062,0.08734131,17
0.06695557,0.14642334,0.06726074,17
0.029907227,0.11236572,0.06335449,17
0.005126953,0.12426758,0.050476074,17
-0.012878418,0.13720703,0.049987792999999996,17
-0.038330078,0.20953369,0.031433105,17
-0.028869628999999997,0.19934082,0.053466797,17
-0.007080078,0.22088623,0.07330322,17
0.013366699,0.23034668,0.061706542999999996,17
0.022949219,0.27447509999999997,0.04852295,17
0.034118652,0.29003906,0.06072998,17
0.06567383,0.29431152,0.13012695,17
0.09222412,0.32562256,0.15905762,17
0.028503418,0.40167236,0.09112549,17
0.036376953,0.33203125,0.15576172,17
0.05871582,0.27893066,0.07678223,17
0.09893799,0.21850586,0.1171875,17
0.08258057,0.20281982,0.17224121,17
0.10205078,0.27319336,0.25219727,17
0.11285400400000001,0.30621338,0.21008301,17
0.072753906,0.2874756,0.15124512,17
0.063964844,0.20623779999999997,0.12976074,17
0.049072265999999996,0.16656494,0.097717285,17
0.047668457000000004,0.14141846,0.078125,17
0.03765869,0.12188721,0.06225586,17
0.031555176000000004,0.10095215,0.047729492000000005,17
0.03149414,0.11102295,0.03955078,17
0.055725098,0.13085938,0.054748535,17
0.058044434000000006,0.17718506,0.052612305,17
0.053833007999999995,0.28607178,0.03753662,17
0.04736328,0.30499268,0.060424805,17
0.05267334,0.30456543,0.08953857400000001,17
0.059814453,0.32702637,0.12249756,17
0.05712890599999999,0.30065918,0.12780762,17
0.07824707,0.2512207,0.13378906,17
0.07788086,0.25408936,0.121154785,17
0.08380127,0.27142334,0.10388183599999999,17
0.11053467,0.25701904,0.11834717,17
0.12164307,0.21142578,0.110839844,17
0.14007568,0.22241211,0.125,17
0.16583252,0.25341797,0.117126465,17
0.14624023,0.24542236,0.11187744,17
0.11859131,0.19506836,0.10699463,17
0.09063721,0.16003418,0.05432129,17
0.06689453,0.14508057,0.06427002,17
0.04107666,0.12237549,0.037719727,17
0.025268555,0.14385986,0.047180176,17
0.022460938,0.16552734,0.06927489999999999,17
-0.000122,0.17456055,0.06298828,17
-0.001159668,0.17816162,0.06781006,17
0.003845215,0.22680664,0.06365967,17
0.0013427729999999998,0.25048828,0.06921387,17
0.006713866999999999,0.29321290000000005,0.06951904,17
0.022094727,0.33343506,0.08319092,17
0.024353027000000003,0.3170166,0.16662598,17
0.02319336,0.40563965,0.13153076,17
-0.00970459,0.35717773,0.103515625,17
0.03363037,0.31378174,0.081970215,17
0.054992676,0.2614746,0.078308105,17
0.07354736,0.21240234,0.14447021,17
0.059631348,0.25836182,0.1618042,17
0.07067871,0.27581787,0.20812988,17
0.08581543,0.29101562,0.21386719,17
0.0647583,0.25708008,0.13183594,17
0.06298828,0.19598389,0.11779785,17
0.03881836,0.15515137,0.07788086,17
0.030517577999999997,0.12420654,0.0690918,17
0.026977539,0.09698486,0.10522461,17
0.026977539,0.09136963,0.07080078,17
0.044067382999999995,0.14691162,0.08868408,17
0.043762207000000004,0.20874023,0.09417724599999999,17
0.04156494,0.28686523,0.101623535,17
0.039123535,0.2911377,0.09606933599999999,17
0.06103515599999999,0.28375244,0.087890625,17
0.10321045,0.3067627,0.060668945,17
0.10028076,0.28839109999999996,0.06585693,17
0.08514404,0.24121094,0.039001465,17
0.10546875,0.2208252,0.053344727,17
0.12390137,0.24560547,0.113464355,17
0.122558594,0.27685547,0.15228271,17
0.14923096,0.3069458,0.22021484,17
0.13854979999999997,0.30352783,0.15264893,17
0.15081787,0.25500488,0.14727783,17
0.14050293,0.20397949,0.08630371,17
0.10925293,0.16845703,0.07116699,17
0.095703125,0.15917969,0.060424805,17
0.064575195,0.14172363,0.064331055,17
0.041748047,0.12799072,0.064331055,17
0.025756836,0.12554932,0.07135010000000001,17
0.009338379,0.16564941,0.056518555,17
0.003112793,0.18829346,0.05694580000000001,17
-0.011901856,0.22186279999999997,0.030395507999999998,17
-0.002075195,0.20257568,0.052978515999999996,17
0.010070800999999999,0.22753906,0.083984375,17
0.03881836,0.32720947,0.049621582000000004,17
0.054016113,0.3843994,0.07135010000000001,17
0.09350586,0.36401367,0.14923096,17
0.059936523,0.38989258,0.052734375,17
0.039367676000000004,0.32965088,0.12921143,17
0.07330322,0.30456543,0.09484863,17
0.10327148400000001,0.24493408,0.13305664,17
0.07720947,0.23101807,0.13848877,17
0.10205078,0.23553467,0.16198729999999997,17
0.09606933599999999,0.25268555,0.16363525,17
0.09027099599999999,0.25317383,0.21575928,17
0.06048584,0.21020508,0.11199951,17
0.058410645,0.1640625,0.13244629,17
0.057250977,0.16027832,0.10516357400000001,17
0.04284668,0.14611816,0.08312988,17
0.041809082000000004,0.1295166,0.070251465,17
0.046081542999999996,0.13323975,0.07873535,17
0.055908203,0.1461792,0.07714844,17
0.06341553,0.16400146,0.10607910000000002,17
0.076171875,0.20629883,0.12158203,17
0.055358887,0.274292,0.08453369,17
0.06213379,0.30633545,0.06665039,17
0.0725708,0.3187256,0.061584473,17
0.06988525400000001,0.32092285,0.19458008,17
0.0793457,0.28430176,0.15905762,17
0.10253906,0.26568604,0.16235352,17
0.11596680000000001,0.28125,0.13275146,17
0.13940429999999998,0.28186035,0.15777588,17
0.1282959,0.23992919999999998,0.12939453,17
0.09301758,0.17993164,0.062561035,17
0.07543945,0.17022705,0.053344727,17
0.051330565999999994,0.14331055,0.068359375,17
0.042053223,0.14996338,0.04925537,17
0.043151855,0.16271973,0.06744385,17
0.041259766,0.17980957,0.07843017599999999,17
0.03527832,0.21948242,0.07202148400000001,17
0.032836914,0.24688720000000003,0.06854248,17
0.021911621000000003,0.24371338,0.08154297,17
-0.003295898,0.27191162,0.06359863,17
0.003540039,0.29925537,0.06896973,17
0.06896973,0.2298584,0.15216064,17
0.08282471,0.27722168,0.15802002,17
0.10375976599999999,0.30389404,0.18969727,17
0.10430908,0.31097412,0.18463135,17
0.034606934,0.10278319999999999,0.05230713,17
0.06958008,0.2791748,0.09594726599999999,17
0.07781982400000001,0.29736328,0.09423828,17
0.09802246,0.2888794,0.07098389,17
0.09313965,0.26037598,0.1026001,17
0.11987305,0.24682617,0.11584473,17
0.11883545,0.27716064,0.12200928,17
0.1282959,0.28979492,0.11376953,17
0.14770508,0.2871704,0.11218262,17
0.17913818,0.2664795,0.11047363,17
0.18005371,0.25061035,0.15997314,17
0.1439209,0.21026611,0.08758545,17
0.11529541,0.15997314,0.077941895,17
0.09686279,0.13055419999999998,0.07305908,17
0.06414795,0.10290527,0.050354004,17
0.049743652,0.09234619,0.051391599999999996,17
0.037353516,0.08935547,0.068359375,17
0.031982422,0.10784912,0.08520508,17
0.030334472999999997,0.13623047,0.09472656,17
0.020263672,0.17980957,0.11010742,17
0.005065918,0.22637939999999998,0.13110352,17
-0.012390136999999999,0.29119873,0.12902832,17
-0.03942871,0.34179688,0.09777832,17
-0.04547119,0.41363525,-0.004760742,17
-0.051330565999999994,0.41522217,0.11328125,17
-0.024658202999999997,0.38775635,0.10760498,17
-0.042236328,0.33203125,0.088378906,17
0.003662109,0.27758790000000005,0.07635498,17
0.041259766,0.28857422,0.053833007999999995,17
0.04736328,0.18798828,0.12768555,17
0.07489014,0.2682495,0.20587158,17
0.08111572,0.31195068,0.25915527,17
0.08843994,0.328125,0.23040771,17
0.08551025400000001,0.26177979999999995,0.15698242,17
0.08032226599999999,0.21282959,0.14031982,17
0.057861328,0.17120361,0.09753418,17
0.05230713,0.14086914,0.08013916,17
0.04144287,0.11096191400000001,0.05493164,17
0.036621094,0.08825683599999999,0.059753417999999996,17
0.039794922,0.08728027,0.05810547,17
0.043273926,0.12994385,0.054748535,17
0.055236815999999994,0.17150879,0.063964844,17
0.055908203,0.22741699,0.07739258,17
0.053588867000000005,0.27770996,0.093811035,17
0.072753906,0.3262329,0.0960083,17
0.070129395,0.3303833,0.06011963,17
0.062683105,0.31646729999999995,0.078063965,17
0.061645507999999995,0.26757812,0.07678223,17
0.08752441400000001,0.24560547,0.075683594,17
0.11224365,0.25653076,0.113098145,17
0.09924316400000001,0.25842285,0.12005615,17
0.10845947,0.23663330000000002,0.12786865,17
0.13763428,0.22406006,0.11761474599999999,17
0.17144775,0.23974610000000002,0.12878418,17
0.16802979,0.26531982,0.12982178,17
0.13519287,0.21820068,0.113464355,17
0.10650635,0.18054199,0.09057617,17
0.07879639,0.15789795,0.07019043,17
0.053100586,0.15283203,0.057556152,17
0.03894043,0.12866211,0.041992188,17
0.028015137000000002,0.11920166,0.07696533,17
0.020629883,0.17315674,0.060180664,17
0.020568848,0.17163086,0.085998535,17
0.002868652,0.18884277,0.09112549,17
0.010375977,0.22283936,0.08306885,17
-0.00042699999999999997,0.26123047,0.06225586,17
-0.009216309,0.31567383,0.04937744,17
0.01776123,0.35656738,0.06225586,17
0.032165527,0.36761475,0.11706543,17
0.023803711,0.40472412,0.06854248,17
0.046569824,0.33068848,0.13342285,17
0.06695557,0.25976562,0.08441162,17
0.07867432,0.17425537,0.12890625,17
0.09979248,0.19189453,0.1831665,17
0.109191895,0.22680664,0.21490479,17
0.11047363,0.30230713,0.21179199,17
0.08288574,0.30194092,0.18090820000000002,17
0.06549072,0.24835205,0.14404297,17
0.053833007999999995,0.19372559,0.13061523,17
0.044006348,0.16296387,0.12463379,17
0.036804199999999995,0.1274414,0.115722656,17
0.029663086,0.12237549,0.10845947,17
0.032836914,0.12713623,0.10620117,17
0.053344727,0.16290283,0.09051514,17
0.072265625,0.18249512,0.11779785,17
0.07434082,0.20648193,0.110839844,17
0.07965088,0.21197510000000003,0.15606689999999998,17
0.08764648400000001,0.20104979999999997,0.12915039,17
0.09631348,0.22930908,0.13476562,17
0.08813476599999999,0.28125,0.14477539,17
0.07714844,0.29797363,0.14794922,17
0.09027099599999999,0.29718018,0.15447998,17
0.10241699,0.29284668,0.1449585,17
0.113342285,0.28369140000000004,0.1616211,17
0.13171387,0.26660156,0.15795898,17
0.16809082,0.2456665,0.14813232,17
0.20587158,0.22729492,0.14721679999999998,17
0.2041626,0.19903564,0.18023682,17
0.16082764,0.15881348,0.09484863,17
0.12664795,0.14544678,0.06292724599999999,17
0.08666992,0.13708496,0.064941406,17
0.0690918,0.11096191400000001,0.07397461,17
0.0390625,0.08123779,0.06854248,17
0.033935547,0.107299805,0.0635376,17
0.018127441,0.14508057,0.07360839999999999,17
0.014770508,0.18469238,0.09014892599999999,17
0.014831543,0.25335693,0.09887695,17
0.008850098,0.33007812,0.08807373,17
0.008422852,0.32965088,0.09320068,17
0.028076172000000003,0.30688477,0.08630371,17
0.038635254,0.2571411,0.18273926,17
0.07366943,0.3300171,0.09692383,17
0.028625487999999998,0.3272705,0.091796875,17
0.05114746,0.31884766,0.10748291,17
0.08148193,0.28839109999999996,0.05871582,17
0.083862305,0.18353271,0.16137695,17
0.115722656,0.22790527,0.19439697,17
0.12347412,0.27282715,0.17449951,17
0.15765381,0.28277588,0.22155762,17
0.11688232400000001,0.21942139,0.15081787,17
0.12445068,0.18859863,0.13342285,17
0.08526611,0.1743164,0.10723877,17
0.09710693,0.13861084,0.10321045,17
0.06842041,0.09295654,0.10577392599999999,17
0.05871582,0.08270264,0.09667969,17
0.05670166,0.10852051,0.10546875,17
0.05432129,0.13562012,0.09796142599999999,17
0.054260254,0.17407227,0.09033203,17
0.048034667999999996,0.21960449,0.099121094,17
0.04864502,0.35302734,0.05712890599999999,17
0.04058838,0.3404541,0.07464599599999999,17
0.06451416,0.2555542,0.1307373,17
0.06695557,0.26257324,0.1585083,17
0.09777832,0.31628418,0.15948486,17
0.12524414,0.32513428,0.19958496,17
0.12683105,0.28448486,0.20031738,17
0.14184570000000002,0.21228027,0.22491455,17
0.14916992,0.1473999,0.13262939999999998,17
0.19653320000000002,0.11193848,0.13739014,17
0.1942749,0.14953613,0.12231445,17
0.15051270000000003,0.15594482,0.12750244,17
0.14172363,0.15161133,0.10345459,17
0.05340576,0.17694092,0.05859375,17
0.03149414,0.19189453,0.082214355,17
0.01977539,0.14892578,0.10327148400000001,17
0.010375977,0.18615723,0.10101318,17
-0.004455565999999999,0.20837402,0.0914917,17
0.022277832,0.17999268,0.06982422,17
0.023742676,0.23480225,0.048706055,17
0.039611816,0.26818848,0.030456543,17
0.045288086,0.27801514,-0.004577637,17
0.05090332,0.23529053,0.09320068,17
0.08374023400000001,0.23291016,0.12664795,17
0.07672119,0.36883545,0.021362305,17
0.0836792,0.36322020000000005,0.17785645,17
0.10205078,0.34173584,0.21649169999999998,17
0.122924805,0.29962158,0.234375,17
0.10974121,0.276062,0.21563720000000003,17
0.12261963,0.23565674,0.18408203,17
0.07910156,0.24530029999999997,0.1828003,17
0.06097412,0.24487305,0.16522217,17
0.04925537,0.22302246,0.12054443,17
0.044189453,0.18041992,0.09020996,17
0.03729248,0.15112305,0.095581055,17
0.038513184,0.122924805,0.07470703,17
0.03491211,0.09509277,0.08563232400000001,17
0.021972656,0.09057617,0.08758545,17
0.022705077999999997,0.11096191400000001,0.06616211,17
0.03186035,0.13201904,0.06707764,17
0.042663574,0.17437744,0.08178711,17
0.04547119,0.24768066,0.09832764,17
0.084106445,0.2753296,0.11053467,17
0.09234619,0.29785156,0.16979979999999997,17
0.11267089999999998,0.32824707,0.14294434,17
0.11413574,0.32843018,0.15130615,17
0.15136719,0.34454346,0.24212646,17
0.13970947,0.38604736,0.26623535,17
0.12390137,0.2798462,0.1899414,17
0.14965820000000002,0.18487549,0.11029053,17
0.21166992,0.12640381,0.12298584,17
0.18579102,0.1762085,0.09185791,17
0.13977051,0.16937256,0.06280517599999999,17
0.11431885,0.1281128,0.08721924,17
0.08233642599999999,0.08972168,0.07434082,17
0.019958496000000003,0.12463379,0.00201416,17
0.035705566,0.20697021,-0.010559082,17
0.001037598,0.09289551,0.11468506,17
-0.014709473,0.14245605,0.09790039,17
-0.004150391,0.18762207,0.10015869,17
-0.012390136999999999,0.24761963,0.060302734000000004,17
0.034118652,0.3067627,0.061523438,17
0.03186035,0.31628418,0.09594726599999999,17
0.059631348,0.348938,0.12322998,17
0.11804199,0.25909424,0.1538086,17
0.11657715,0.35162354,0.051879882999999995,17
0.14886475,0.40740967,0.018493652,17
0.057250977,0.27142334,0.19537354,17
0.08935547,0.24188232,0.13043213,17
0.13226318,0.20806885,0.18719482,17
0.059692382999999995,0.18884277,0.32391357,17
0.08251953,0.26873779999999997,0.23779297,17
0.09991455,0.26446533,0.16186523,17
0.12347412,0.23059082,0.15081787,17
0.11389160000000002,0.24194336,0.06280517599999999,17
0.07122803,0.19781494,0.07092285,17
0.050354004,0.12475586,0.07336426,17
0.053588867000000005,0.07196045,0.113098145,17
0.05670166,0.07592773400000001,0.12072754,17
0.054992676,0.13476562,0.10980224599999999,17
0.07385254,0.14581299,0.15875244,17
0.06280517599999999,0.1942749,0.08905029,17
0.07244873,0.20782470000000003,0.099121094,17
0.07000732400000001,0.21508789,0.066589355,17
0.08172607400000001,0.25286865,0.05114746,17
0.07080078,0.31854248,0.0881958,17
0.10699463,0.39257812,0.06988525400000001,17
0.10125732400000001,0.3538208,0.11303711,17
0.13421631,0.36041259999999997,0.16503906,17
0.10534668,0.33746338,0.17285156,17
0.122558594,0.28894043,0.12451172,17
0.20617676,0.21820068,0.10046387,17
0.23663330000000002,0.19067383,0.12963867,17
0.2052002,0.15484619,0.16864014,17
0.1609497,0.13146973,0.07019043,17
0.10583496,0.11047363,0.051452637,17
0.08215332,0.09527588,0.05694580000000001,17
0.06500244,0.07916260000000001,0.07318115,17
0.046142578,0.087890625,0.04833984400000001,17
0.031433105,0.11553955,0.053527832000000004,17
0.013000488000000001,0.16290283,0.07983398400000001,17
0.009887695,0.19549560000000002,0.10095215,17
0.008239746,0.2689209,0.093933105,17
0.018493652,0.33026123,0.095581055,17
0.036621094,0.36938477,0.04296875,17
0.07122803,0.31158447,0.06549072,17
0.14227295,0.27435303,0.14086914,17
0.13470459,0.35406494,0.06317139,17
0.13690186,0.44055176,0.10119629,17
0.14880371,0.354187,0.1161499,17
0.1605835,0.1663208,0.1885376,17
0.105407715,0.21746826,0.13977051,17
0.124816895,0.19091797,0.15216064,17
0.11743164,0.1395874,0.16455078,17
0.07824707,0.17297363,0.13580322,17
0.064941406,0.21417236,0.09112549,17
0.06085205,0.20935059,0.07366943,17
0.046447754,0.17877197,0.10632324,17
0.054016113,0.1538086,0.053100586,17
0.041870117000000005,0.15319824,0.05224609400000001,17
0.038757323999999996,0.15740967,0.034301757999999995,17
0.041259766,0.16455078,0.05255127,17
0.05999756,0.17205810000000002,0.044799805,17
0.07104492,0.21337889999999998,0.06213379,17
0.07055664,0.2644043,0.06439209,17
0.08142089999999999,0.29125977,0.06903076,17
0.09100342,0.29284668,0.091796875,17
0.10247803,0.29888916,0.10809326,17
0.1293335,0.27947998,0.11206055,17
0.13488770000000003,0.28192140000000004,0.12854004,17
0.14526367,0.31036377,0.1531372,17
