Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
0.23291016,0.08312988,0.07556152,-36.297709999999995,7.59542,-14.908397,12
0.24169922,0.09234619,0.08551025400000001,-19.290077,11.526717,-10.038167999999999,12
0.25683594,0.08502197,0.07489014,-1.038168,12.297709,-5.221374,12
0.237854,0.07922363,0.05419922,23.832062,14.137404,-2.183206,12
0.24505615,0.06799316400000001,0.062438965,39.702290000000005,11.625955000000001,-0.86259544,12
0.23577881,0.064575195,0.057800292999999996,46.78626,8.091603,-6.0458016,12
0.23974610000000002,0.04437256,0.0635376,47.778625,5.259542,-11.282442999999999,12
0.24664307,0.050720215,0.11022949,41.374046,3.129771,-15.748092000000002,12
0.24487305,0.038024902,0.049438477,33.625954,0.9541985000000001,-17.786259,12
0.23626709,0.034362792999999996,0.09045410000000001,20.702289999999998,-4.809159999999999,-17.38168,12
0.22906494,0.04925537,0.07727051,5.2671757,-6.8778625,-22.099237,12
0.23687744,0.034301757999999995,0.08264160000000001,-0.99236643,-7.0229006,-19.709923,12
0.24340820000000005,0.037109375,0.08135986,-2.1374047000000003,-3.3969467000000004,-14.954199,12
0.23461914,0.038879395,0.09265137,0.03816794,0.65648854,-5.0610685,12
0.21704102,0.041992188,0.06933594,3.2519082999999998,1.2748091000000001,-1.6259542,12
0.22814941,0.040100098,0.08361816400000001,3.7557251000000003,2.3282442000000003,4.4351144,12
0.22784424,0.04864502,0.08441162,3.5419848,4.0610685,9.450381,12
0.23907470000000003,0.048461914,0.09552002,4.10687,5.2824425999999995,12.419847500000001,12
0.22821045,0.040039062,0.06719971,1.389313,6.2900763,14.992367000000002,12
0.23126220000000003,0.048828125,0.092285156,-1.5343511,5.6946564,15.946565,12
0.24261475,0.05078125,0.08972168,-4.0839696000000005,4.778626,13.984732999999999,12
0.23278809,0.05596924,0.11138916,-6.763358599999999,2.1221373,10.198473,12
0.24182129,0.05090332,0.06768799,-8.78626,2.3282442000000003,7.0229006,12
0.23809814,0.061401367000000005,0.08416748,-9.374044999999999,2.7480917000000002,4.0458016,12
0.23077393,0.060180664,0.06829834,-9.328244,1.3435115,1.3587786,12
0.23828125,0.05419922,0.078186035,-11.351144999999999,-0.4427481,-2.0839694,12
0.24572754,0.052856445,0.06628418,-11.0,-0.5954198,-5.9541984,12
0.22814941,0.06402588,0.09710693,-12.068703,-3.3053436,-6.9923663000000005,12
0.23834229,0.050231934000000006,0.08142089999999999,-11.114504,-2.3740457999999998,-8.236641,12
0.24475098,0.07092285,0.08892822,-8.19084,-1.4732825,-8.0992365,12
0.23590088,0.05242919999999999,0.10687256,-3.1450381000000003,-0.045801528,-8.633588,12
