Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
-0.1751709,-0.1963501,0.00018310549999999998,-24.87023,5.183206,-31.404581,9
-0.17028809,-0.1975708,0.0119018555,15.633588,14.374045,-30.366413,9
-0.16931152,-0.19372559,0.020812988,53.64122,23.587785999999998,-41.793890000000005,9
-0.1539917,-0.19329834,0.024536132999999998,64.091606,30.328245000000003,-36.404579999999996,9
-0.15234375,-0.19250488,0.035888672,59.44275,35.801525,-34.015266,9
-0.16442871,-0.20611572,0.038635254,50.641220000000004,40.717556,-35.068703,9
-0.15100098,-0.22686768,0.03765869,70.938934,47.679390000000005,-40.55725,9
-0.16290283,-0.20275879,0.026977539,95.61069,52.160305,-32.0229,9
-0.17871094,-0.18963623,0.032958984,83.1145,41.297709999999995,-44.809162,9
-0.14111328,-0.23547363,0.032348632999999995,64.43511,29.977097999999998,-30.480916999999998,9
-0.13427734,-0.23236084,0.037231445,79.38931,28.854961,-26.305344,9
-0.15429688,-0.2041626,0.040222167999999996,69.778625,22.503817,-22.282442,9
-0.14331055,-0.23828125,0.036254882999999995,34.0,8.961832000000001,-9.045800999999999,9
-0.15161133,-0.24938965,0.03692627,40.770992,0.030534351,2.5114503,9
-0.14233398,-0.19451904,0.048706055,46.282444,-1.3816794,0.259542,9
-0.15460205,-0.20123291,0.059753417999999996,52.564884,-5.2519083,-3.923664,9
-0.15423584,-0.20507812,0.068847656,78.59541999999999,-3.6564887,1.4198473999999999,9
-0.15234375,-0.18151855,0.09423828,76.07633,-2.1526718,-1.2977100000000001,9
-0.14801025,-0.17327881,0.10852051,41.17557,-4.7099237,-2.465649,9
-0.15203857,-0.17730713,0.11907959,7.603053599999999,-0.60305345,-3.4274809999999998,9
-0.14581299,-0.18988037,0.123535156,-13.587786999999999,3.7175572,-3.9312977999999994,9
-0.14300537,-0.19995117,0.11218262,-15.282442999999999,8.80916,2.1068702,9
-0.14605713,-0.18847656,0.10412598,-20.320610000000002,8.961832000000001,-2.167939,9
-0.14776611,-0.18115234,0.095214844,-23.702289999999998,9.526717,0.20610687,9
-0.14807129,-0.19763184,0.09295654,-38.328243,6.6412214999999994,2.5877862,9
-0.1453247,-0.199646,0.05633545,-43.274809999999995,14.7786255,9.206107000000001,9
-0.1585083,-0.19146729,0.06347656,-59.923664,6.9541984,2.1374047000000003,9
-0.15405273,-0.20306396,0.043151855,-61.480915,8.091603,2.5496182000000003,9
-0.15417479999999997,-0.21588135,0.037353516,-46.76336,7.137404400000001,0.86259544,9
-0.1595459,-0.22399902,0.030029297000000003,-28.343512,7.557252,-4.1755724,9
-0.15795898,-0.20874023,0.040649414,-4.1221375,5.7175574000000005,-5.221374,9
-0.16235352,-0.20129395,0.044006348,7.9770994,4.0458016,-7.8015265,9
-0.15588379,-0.20220947,0.052612305,-2.0152671000000004,2.3053436,-3.0687022,9
-0.15704346,-0.20275879,0.04931640599999999,-1.1450381,4.6793895,-5.0305343,9
-0.14880371,-0.20037842,0.011291503999999999,0.2977099,4.5801525000000005,0.22137405,9
-0.15789795,-0.19317627,0.051940917999999996,-0.32824427,-1.9770991999999998,-0.6870229,9
-0.15887451,-0.18957520000000003,0.046447754,-12.419847500000001,0.19847329,-3.2137403,9
