Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
0.27355957,-0.06842041,0.09136963,58.709922999999996,-1.1374046,-19.480917,7
0.27423096,-0.13806152,0.10125732400000001,158.22137,19.473282,-47.358779999999996,7
0.28869629999999996,-0.07464599599999999,0.16784668,229.37403999999998,57.916030000000006,-92.28244000000001,7
0.38220215,-0.08941650400000001,0.25726318,206.19847,54.709922999999996,-81.381676,7
0.42596436,-0.11401367,0.15289307,250.12977999999998,60.22900799999999,-54.206109999999995,7
0.36932373,-0.0836792,0.03326416,250.12977999999998,76.73283,21.267176,7
0.36193848,-0.05633545,0.14678955,196.98473,103.20611,97.381676,7
0.37872314,-0.12854004,0.042907715,217.96947000000003,137.26718,143.98473,7
0.25439453,-0.07244873,0.1618042,240.64885,201.62596000000002,184.6565,7
0.19366455,-0.054626465,0.14996338,185.63359,162.7481,198.18321,7
0.17614746,-0.08123779,0.12579346,174.14503,116.72519,214.99237000000002,7
0.1651001,-0.10614014,0.10546875,199.37403999999998,88.061066,227.93892999999997,7
0.17443848,-0.07501221,0.101379395,209.1145,88.94655999999999,245.16794,7
0.15460205,-0.08666992,0.14672852,193.58015,136.91603,250.12977999999998,7
0.18347168,-0.12750244,0.16009521,184.68703,94.854965,230.67937999999998,7
0.19415283,-0.04748535,0.16674805,192.15266,119.73283,220.26717999999997,7
0.17407227,-0.03125,0.21972656,177.83969,94.29771,225.66412000000003,7
0.22332764,-0.021728516,0.19146729,140.92366,87.03817,221.33587999999997,7
0.18273926,-0.05529785,0.26239014,69.46565,109.08397,234.96947000000003,7
0.18267822,-0.103515625,0.20495605,42.870228000000004,79.8855,217.229,7
0.16430664,-0.07086182,0.18273926,71.41221999999999,95.46565,200.72519,7
0.10516357400000001,-0.03100586,0.18835449,40.12214,128.87787,197.68703,7
0.087402344,-0.058654785,0.20623779999999997,14.290076000000001,88.25191,174.05344,7
0.09808349599999999,-0.08654785,0.17169189999999998,21.595419,59.793890000000005,133.96184,7
0.07800293,-0.03112793,0.20397949,4.4351144,52.312977000000004,120.183205,7
0.060913086,-0.016662598,0.20739746,-36.198475,38.89313,115.099236,7
0.040283203,-0.013305663999999998,0.20800781,-67.69466,24.793894,95.80915999999999,7
0.045776367000000005,-0.019470215,0.31304932,-104.00764000000001,11.847328,86.44275,7
0.04449463,-0.07006836,0.23461914,-131.64885,6.6793895,69.66412,7
0.019042969,-0.12658691,0.22479248,-124.85496499999999,17.717558,61.46565,7
0.010681152,-0.16607666,0.23327637,-97.29008,18.412214000000002,45.53435,7
0.023132324,-0.18737793,0.22790527,-73.69466,17.473282,33.572517,7
-0.0028076171999999997,-0.20245361,0.24493408,-21.343512,37.25954,38.900764,7
-0.012817383,-0.17407227,0.23425293,-24.580153,10.938931,26.595419,7
0.020812988,-0.17327881,0.19836426,-1.7557251,6.2748094000000005,5.526717700000001,7
0.020446777,-0.13769531,0.20562744,19.725191,13.389313000000001,19.06107,7
0.006958008000000001,-0.12579346,0.19555664,16.152672,14.610686999999999,22.954199,7
-0.019958496000000003,-0.11242676,0.22241211,11.450381,20.763360000000002,8.832061,7
-0.021911621000000003,-0.121154785,0.22583008,5.6793895,7.0458016,-0.9236641,7
-0.026855469,-0.11291504,0.25360107,-12.870229,-0.19083970000000003,-4.8396945,7
-0.011047363000000001,-0.13116455,0.25482178,-36.251907,-5.3053436,-12.419847500000001,7
-0.014526367,-0.15844727,0.253479,-50.580154,-0.9312976999999999,-13.389313000000001,7
-0.017028809,-0.16522217,0.2543335,-53.969467,-1.1908396,-10.2595415,7
0.002746582,-0.18170166,0.22363281,-55.82443000000001,-5.2748094000000005,-5.8320612999999994,7
-0.022827148,-0.16912842,0.23040771,-50.664124,-2.7099237,-6.519083999999999,7
-0.004028320300000001,-0.16387939999999998,0.19555664,-59.12214,-11.503817,-5.374046,7
-0.010864258,-0.16253662,0.22894287,-65.70229,-12.267176,3.167939,7
-0.00982666,-0.18017578,0.21636963,-77.60305,-12.076336,3.9007633000000004,7
-0.0051879883,-0.1842041,0.21685791,-59.251906999999996,-11.351144999999999,-7.5801525,7
-0.0053710938,-0.20819092,0.20452881,-35.389313,5.526717700000001,10.030535,7
-0.012634277,-0.1942749,0.20562744,-24.641222,12.847328,1.3816794,7
-0.018188476999999998,-0.18518066,0.19464111,-11.801527,23.450382,4.1755724,7
-0.002319336,-0.13830566,0.18218994,-12.053435,20.908398000000002,-12.946565,7
-0.043884277,-0.17102051,0.1763916,-26.587785999999998,34.366413,9.374044999999999,7
-0.07269287,-0.21496582,0.18286133,-5.343511599999999,17.900763,-11.305344,7
-0.03338623,-0.21124268,0.18176270000000003,16.725191,10.290076,-41.572517,7
-0.028320312,-0.20050049,0.1885376,9.595419999999999,37.885498,5.656488400000001,7
-0.015808105,-0.18286133,0.2052002,10.7404585,16.458015,-23.824427,7
-0.043395996,-0.18273926,0.20788574,-6.480916000000001,18.274809,-14.717557000000001,7
0.06109619,-0.13964844,0.20196533,-17.809160000000002,15.305344,3.7709922999999996,7
-0.059326172,-0.2109375,0.19299316,-25.297710000000002,29.564885999999998,27.480916999999998,7
-0.064941406,-0.21520996,0.19628906,-28.832062,21.847328,-40.282444,7
-0.036804199999999995,-0.19403076,0.16693115,-12.992367,6.7480917,-54.15266999999999,7
0.13067627,-0.099487305,0.19030762,-18.946566,6.3511453,-11.931297,7
-0.072265625,-0.21246338,0.19915771,-38.137405,10.954199000000001,-14.633588,7
-0.034423828,-0.18273926,0.19873047,-60.38168,10.21374,2.167939,7
-0.031555176000000004,-0.21624756,0.16711426,-74.24428,2.816794,2.2824428,7
-0.07305908,-0.20733643,0.17547607,-84.59541999999999,9.816792999999999,0.57251906,7
-0.10797119,-0.25500488,0.14520264,-66.19847,1.1908396,-9.549619,7
-0.01171875,-0.20300293,0.140625,-59.343509999999995,-7.9389315,-6.8320612999999994,7
-0.07269287,-0.24865723,0.13024902,-45.358779999999996,3.778626,5.2519083,7
-0.05517578,-0.21557617,0.14404297,-52.801525,-3.0610687999999997,1.5801526000000001,7
-0.055419922,-0.21563720000000003,0.12738037,-65.55725,-10.984733,2.3664122000000005,7
-0.04541015599999999,-0.23443604,0.097717285,-73.35878000000001,-15.152672,4.664122,7
-0.059753417999999996,-0.24755860000000002,0.09307861,-59.687022999999996,-15.854961,5.0,7
-0.049560547,-0.2571411,0.09155273400000001,-34.931297,-12.0992365,2.1221373,7
-0.040649414,-0.25744629999999996,0.09375,-10.2595415,-6.0076336999999995,3.7862597,7
-0.048706055,-0.23687744,0.09887695,1.1221374,-2.7175572,1.1679389999999998,7
-0.050842285,-0.22790527,0.10272217,-2.091603,-5.5648856,1.038168,7
-0.041625977,-0.23742676,0.10388183599999999,-8.969465,-9.381680000000001,-1.221374,7
-0.05340576,-0.22540283,0.09881592,-14.389313000000001,-11.412213000000001,-2.5877862,7
-0.045898438,-0.23657227,0.09417724599999999,-8.473283,-13.725191,-4.236641400000001,7
-0.030639648,-0.24511719,0.09863281,0.9847328000000002,-8.832061,-7.3053436000000005,7
-0.03338623,-0.24310303,0.09838867,8.564885,-6.9160304,-6.145038,7
-0.0435791,-0.23699951,0.10803223,7.2137402999999996,-4.7175574000000005,-4.0,7
-0.03942871,-0.24096679999999995,0.110839844,2.5496182000000003,-4.6793895,-2.465649,7
-0.039245605,-0.24114989999999997,0.09875488,-1.221374,-6.183206,-2.5267177000000003,7
-0.05267334,-0.24731445,0.1038208,-1.0,-8.755725,-2.5954200000000003,7
-0.0064697266000000005,-0.21661377,0.087890625,0.6793893,-12.129771,4.816794,7
-0.01953125,-0.1920166,0.122558594,-36.984734,-12.580152499999999,7.5648856,7
0.021972656,-0.20098877,0.08557129,32.595420000000004,4.0229006,-36.206109999999995,7
-0.04449463,-0.25274658,0.10321045,20.389313,7.0152674,1.5114504,7
-0.040405273,-0.21624756,0.11352539,11.816792999999999,2.3511450000000003,4.3129773,7
-0.054748535,-0.23211669999999998,0.10473633,-8.824428,-5.763358599999999,3.59542,7
-0.053466797,-0.23931885,0.08947754,-13.519084,-9.80916,5.6488547,7
0.0026245116999999997,-0.203125,0.07952881,4.1297708,1.6412214,11.916031,7
-0.07635498,-0.2736206,0.10345459,14.251907999999998,-7.664122,-4.145038,7
-0.036010742000000005,-0.21392822,0.08569336,21.137404999999998,-10.343511999999999,-23.229008,7
-0.020141601999999998,-0.21752929999999995,0.10516357400000001,21.770992,2.0,0.08396947,7
-0.06860351599999999,-0.23614502,0.13616943,-8.145039,-1.70229,-0.7099236999999999,7
